One
4171825 
 4142834 
 4024552 
 3965200 
 3781921 
 3666459 
 3462373 
 3332807 
 3157581 
 3003116 
 2809256 
 2666161 
 2499321 
 2372568 
 2231926 
 2108971 
 1980700 
 1855851 
 1734662 
 1622710 
 1519020 
 1426820 
 1342207 
 1267134 
 1196470 
 1131010 
 1067333 
 1006285 
 945984 
 887737 
 830415 
 776469 
 724465 
 675896 
 630936 
 589535 
 552048 
 517976 
 487256 
 459217 
 434042 
 410875 
 389715 
 370020 
 351598 
 334291 
 317537 
 301404 
 285814 
 270562 
 255597 
 241133 
 227016 
 213348 
 200337 
 188055 
 176193 
 164872 
 154244 
 144431 
 134904 
 125920 
 117770 
 110175 
 102985 
 96353 
 90352 
 84791 
 79779 
 75160 
 70909 
 67097 
 63509 
 60215 
 57181 
 54332 
 51705 
 49240 
 46879 
 44701 
 42707 
 40831 
 38997 
 37244 
 35560 
 33899 
 32333 
 30770 
 29239 
 27845 
 26427 
 25094 
 23823 
 22513 
 21339 
 20200 
 19121 
 17983 
 16974 
 15957 
 14959 
 14026 
 13146 
 12282 
 11467 
 10690 
 9949 
 9251 
 8589 
 7997 
 7387 
 6824 
 6357 
 5875 
 5397 
 4946 
 4555 
 4173 
 3829 
 3507 
 3212 
 2928 
 2686 
 2443 
 2245 
 2022 
 1825 
 1619 
 1450 
 1283 
 1153 
 1014 
 899 
 793 
 703 
 620 
 558 
 502 
 438 
 371 
 324 
 278 
 253 
 230 
 205 
 175 
 151 
 128 
 111 
 97 
 86 
 65 
 56 
 49 
 40 
 35 
 32 
 24 
 23 
 22 
 19 
 17 
 15 
 12 
 9 
 7 
 6 
 5 
 4 
 3 
 3 
 3 
 3 
 2 
 1 
 1 
 1 
 1 
 0 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
 -1 
